(-0.15949496026004747, -9.998727986981725)
(0.5985840066906005, -9.982068782919413)
(3.1137986604138943, -9.502855249997479)
(3.1791684278893877, -9.48118600741022)
(3.787261765068658, -9.25508769936023)
(4.390942668281198, -8.984409968599362)
(4.734544061605837, -8.80818327061335)
(5.317136380268629, -8.469242038909021)
(5.533615893390504, -8.329411452462654)
(6.3639708617187765, -7.71361619937072)
(7.997681843581362, -6.003089631918637)
(8.550397404930646, -5.185624766385944)
(8.91005937801755, -4.53991650586236)
(9.273219088264687, -3.742647156898904)
(9.400415247793742, -3.410600118607708)
(9.555407809853945, -2.9485897624766744)
(9.75240565493345, -2.211466468572852)
(9.765039790264751, -2.1549937110224113)
(9.844387085480054, -1.757282820502585)
(9.944312795136124, -1.053870500816865)
(9.971738870022037, -0.751281510548238)
(9.998440270154745, -0.17661303504524783)
(9.998753419195666, -0.15789256512888478)
(9.987886359560438, 0.4920630737075727)
(9.98478611042813, 0.5514039617208834)
(9.964820855069423, 0.8380604550827409)
(9.953890697100848, 0.9591975761902174)
(9.930839631354006, 1.174063122804145)
(9.893543754678012, 1.4552635411744832)
(9.825259993094692, 1.8612538967300798)
(9.488418986990402, 3.157515657494044)
(9.388541038490708, 3.4431522139713517)
(9.240340666740623, 3.8231014062642217)
(8.99221733306646, 4.3749317063125845)
(8.600829733860136, 5.101541716887885)
(6.847726582681355, 7.287567539916122)
(6.472573400663153, 7.622715629815127)
(6.2377246715748225, 7.81605980796122)
(6.134706132435848, 7.897175486758162)
(5.628687835496406, 8.26546267613222)
(5.351792907945606, 8.44738496047523)
(5.268897311330797, 8.499336510731357)
(5.237266670676782, 8.518863646063256)
(4.892229082012782, 8.721587849073607)
(4.657900209836219, 8.84895279878968)
(4.58200208363074, 8.888490136440696)
(1.9702604286712782, 9.803982550127886)
(0.7132685385657972, 9.974529963456535)
(-0.2043556363044342, 9.997911720649999)
(-0.6056382456880087, 9.9816432672862)
(-0.7968385659562622, 9.968201858901372)
(-2.6386949565378517, 9.645583908003792)
(-3.6937728673630357, 9.292795166382)
(-4.51418186596838, 8.923125129738024)
(-5.489125492502249, 8.35879783985484)
(-5.672297253231368, 8.235596145452002)
(-6.312154708993245, 7.7560752271838105)
(-6.967659182625578, 7.172985815877057)
(-7.501146169603455, 6.613078416459571)
(-7.972218920492643, 6.036863878185354)
(-8.34119655527952, 5.515835387880339)
(-9.128183960880671, 4.0836573774400895)
(-9.135800354436038, 4.0665897117715675)
(-9.271581235856882, 3.746702735326969)
(-9.28736011781501, 3.7074171659012336)
(-9.307723363586348, 3.6559931327819593)
(-9.347239099072098, 3.553747490294976)
(-9.451155018622368, 3.2673641997746787)
(-9.524395687157742, 3.047275306638867)
(-9.544836705709795, 2.982631767639945)
(-9.733594648899732, 2.292844349473053)
(-9.870068308841521, 1.606782990575347)
(-9.896466794582784, 1.4352508434835909)
(-9.900304955646043, 1.4085317835286606)
(-9.999720975927453, 0.07470209901018313)
(-9.999239081218496, -0.12336043382172657)
(-9.988377661746433, -0.4819872263087985)
(-9.75931149794378, -2.180788638566866)
(-9.686171092027106, -2.485576306609481)
(-9.680514135323774, -2.5075179113610724)
(-9.43828777311403, -3.3043492418154248)
(-8.5390426515136, -5.204301163041163)
(-8.393135242510285, -5.436476873944358)
(-7.639798911859232, -6.4524005289779165)
(-7.102097602177437, -7.039901252797903)
(-7.014423287849941, -7.1272621629113955)
(-6.695516367571958, -7.427655119321036)
(-6.603866832944695, -7.509257143868028)
(-6.579765843334444, -7.530383884430419)
(-5.347776701252029, -8.44992806795099)
(-4.328853302750657, -9.014489951365231)
(-3.9581994904949473, -9.183281373966798)
(-3.7182851297818296, -9.283014364614724)
(-3.3805243833418803, -9.411272756308309)
(-3.0345600686789416, -9.528454501627179)
(-2.9680872222660835, -9.549369520602959)
(-2.251467117395233, -9.743248730238184)
(-2.024698537865462, -9.792884959539016)
(-0.495441814788582, -9.987719329664756)
(-0.4168219978440546, -9.99130919460074)
(-0.15949496026004747, -9.998727986981725)
